이름,카테고리,도로명주소,지번주소,일반전화,안심번호,영업시간,썸네일이미지URL,방문자 리뷰수,방문자 평점,블로그 리뷰수,위도,경도,매장정보,부가설명,홈페이지URL,사진리뷰수,상세페이지URL,해시태그,created_at
GTS버거 광교카페거리점,햄버거,경기 수원시 영통구 센트럴파크로127번길 100 지하 1층,경기도 수원시 영통구 이의동 1321-4 지하 1층,0507-1376-2910,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작매일
10:00 - 22:00
21:30 라스트오더
접기",https://ldb-phinf.pstatic.net/20231108_237/1699371168290JnW3t_JPEG/8937786C-F053-4C96-9791-BA39151BEDE4.jpeg,382,4.55,96,37.2936655,127.052745,"단체 이용 가능, 무선 인터넷, 포장, 배달, 남/녀 화장실 구분, 방문접수/출장, 예약, 반려동물 동반, 유아의자, 간편결제, 주차",,https://www.instagram.com/gtsburger_gg,225,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1581539525,"수제버거,GTS,버거,쉐이크,지티에스버거",2024-01-09 22:29:54 +0900
더테이블,양식,경기 수원시 영통구 광교산로 154-42,경기도 수원시 영통구 이의동 산94-6,,,,,6,4.96,1,37.3022481,127.0334289,,,,2,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1919453209,,2024-01-09 22:29:54 +0900
피자헛 수원광교점,피자,경기 수원시 영통구 센트럴타운로 106,경기도 수원시 영통구 이의동 1322-5,031-216-9093,,"영업 중
22:30에 라스트오더
22시 30분에 라스트오더매일
11:00 - 23:00
22:30 라스트오더- 매장 별 상세 영업 시간은 상이할 수 있습니다.
접기",https://ldb-phinf.pstatic.net/20170616_256/1497574014993wqX0e_JPEG/186566497674403_0.jpeg,154,4.41,19,37.29270571543145,127.04973015030656,주차,,http://www.pizzahut.co.kr/,28,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1681207267,"피자,피자할인,피자추천,피자맛집,오메이징",2024-01-09 22:29:56 +0900
PPK 키친 광교점,양식,경기 수원시 영통구 센트럴파크로127번길 131-4 1층 101호,경기도 수원시 영통구 이의동 1313-8 1층 101호,0507-1344-9343,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 22:00
16:00 - 17:00 브레이크타임
21:00 라스트오더수
11:00 - 22:00
16:00 - 17:00 브레이크타임
21:00 라스트오더목
11:00 - 22:00
16:00 - 17:00 브레이크타임
21:00 라스트오더금
11:00 - 22:00
16:00 - 17:00 브레이크타임
21:00 라스트오더토
11:00 - 22:00
21:00 라스트오더일
11:00 - 22:00
21:00 라스트오더월
정기휴무 (매주 월요일)- 12월 25일 크리스마스는 정상영업합니다
접기",https://ldb-phinf.pstatic.net/20231006_125/1696601957097EmNGA_JPEG/temp_file.jpg,262,,154,37.294400100000004,127.05464070000001,"포장, 예약, 남/녀 화장실 구분, 단체 이용 가능, 배달, 무선 인터넷, 반려동물 동반, 유아의자, 주차",,https://www.instagram.com/PPK_KITCHEN_GWANGGYO,221,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1525540015,"광교PPK,PPK키친,광교파스타,광교화덕피자,광교스테이크",2024-01-09 22:29:56 +0900
피자스쿨 광교웰빙타운점,피자,경기 수원시 영통구 대학로 103 골드클래스,경기도 수원시 영통구 이의동 1202-2,031-211-9911,,,,134,4.55,6,37.3045852698334,127.04727221293282,,,http://pizzaschool.net/,12,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/38230435,,2024-01-09 22:30:03 +0900
얼스누아,샌드위치,경기 수원시 영통구 에듀타운로 101 102동 104호 (얼스누아),경기도 수원시 영통구 이의동 1352 102동 104호 (얼스누아),010-7140-1114,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작화
10:00 - 21:00수
10:00 - 21:00목
10:00 - 21:00금
정기휴무 (매주 금요일)토
10:00 - 21:00일
10:00 - 21:00월
10:00 - 21:00
접기",https://ldb-phinf.pstatic.net/20230319_204/1679198294028Cy7rL_JPEG/8DB6FF71-F98E-4E08-A4FA-5D15FAAD6E16.jpeg,29,,18,37.289561572506784,127.04525089914796,"주차, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분",,https://www.instagram.com/cafe.earthnur,21,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1453515636,"샌드위치,샐러드,그릭요거트,커피,단체주문",2024-01-09 22:30:05 +0900
아임홈,브런치,경기 수원시 영통구 센트럴파크로127번길 114,경기도 수원시 영통구 이의동 1321-9 1층,0507-1402-8217,,"곧 영업 종료
22:30에 영업 종료
22시 30분에 영업 종료화
10:00 - 22:30수
10:00 - 23:00목
10:00 - 22:30금
10:00 - 22:30토
10:00 - 23:00일
10:00 - 23:00월
10:00 - 23:00- 브레이크 타임은 없습니다.
접기",https://ldb-phinf.pstatic.net/20180508_35/1525760883759LOnKb_JPEG/6jIe6Gf-aF8UGNS47ZZ3VSGX.jpg,139,4.31,278,37.293669886327095,127.05356546030632,"예약, 단체 이용 가능, 주차, 포장, 무선 인터넷",,,59,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/37263713,,2024-01-09 22:30:08 +0900
연무이공,프랑스음식,경기 수원시 장안구 경수대로753번길 30,경기도 수원시 장안구 연무동 179-15,0507-1483-8953,,"오늘 휴무
매주 화요일 휴무
매주 화요일 휴무화
정기휴무 (매주 화요일)수
12:00 - 21:00목
12:00 - 21:00금
12:00 - 21:00토
12:00 - 21:00일
정기휴무 (매주 일요일)월
정기휴무 (매주 월요일)
접기",https://ldb-phinf.pstatic.net/20210619_257/1624087188135sbTRH_JPEG/Zkmu81KV42bi2q6gItJUMNnV.jpg,44,4.79,19,37.2894977,127.0211035,"남/녀 화장실 구분, 무선 인터넷, 예약",,https://www.instagram.com/yeonmoo20,34,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1395592780,"무스케이크,라쟈냐,메밀갈레트,프렌치,어니언스프",2024-01-09 22:30:08 +0900
도미노피자 광교점,피자,경기 수원시 영통구 센트럴타운로 92,경기도 수원시 영통구 이의동 1325-6,031-217-3086,,"영업 종료
11:30에 영업 시작
11시 30분에 영업 시작매일
11:30 - 21:30
접기",https://ldb-phinf.pstatic.net/20190805_211/1564973506757fTup4_JPEG/U6XIrbRh1-XfDdLB-iTFckTt.jpg,254,4.39,67,37.29175122974905,127.05103757772925,"포장, 배달",,https://web.dominos.co.kr/main,27,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/35958280,"블랙타이거슈림프,포테이토,도미노피자,치즈크레이프샌드,브리스킷바비큐",2024-01-09 22:30:09 +0900
써브웨이 광교중앙점,샌드위치,경기 수원시 영통구 센트럴타운로 107 월드스퀘어 204동 1층 1-17,경기도 수원시 영통구 이의동 1331 월드스퀘어 204동 1층 1-17,031-211-8886,,"영업 종료
08:00에 영업 시작
8시 0분에 영업 시작매일
08:00 - 22:00
21:30 라스트오더- 1월1일 휴무 입니다.
접기",https://ldb-phinf.pstatic.net/20200103_82/1578043664049aVIC6_JPEG/oSo1QnUl87teoesK_lCcVLN0.jpg,313,,17,37.29124041007649,127.04861880525601,"포장, 배달, 남/녀 화장실 구분, 단체 이용 가능, 예약",,http://www.subway.co.kr/,95,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1682442752,"샌드위치,모닝세트,샐러드,쿠키,랩",2024-01-09 22:30:09 +0900
버거킹 광교아브뉴프랑점,햄버거,경기 수원시 영통구 센트럴타운로 85,경기도 수원시 영통구 이의동 1332,031-212-0360,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작매일
10:00 - 22:00
접기",https://ldb-phinf.pstatic.net/20200428_162/1588083040273a84j4_JPEG/wVfhnJYzCG6a7C7oUKULR-V2.jpeg.jpg,"1,756",4.44,61,37.28992946489692,127.05024087216592,배달,,,248,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/37162874,,2024-01-09 22:30:13 +0900
플레어비 광교점,브런치,경기 수원시 영통구 센트럴타운로 85 아브뉴프랑광교점 1층,경기도 수원시 영통구 이의동 1332 아브뉴프랑광교점 1층,031-216-0089,,"영업 종료
09:30에 영업 시작
9시 30분에 영업 시작화
09:30 - 19:00수
09:30 - 19:00목
09:30 - 19:00금
09:30 - 19:00토
09:30 - 20:00일
09:30 - 20:00월
09:30 - 19:00
접기",https://ldb-phinf.pstatic.net/20230504_263/1683202577894aM01z_JPEG/1683202528001-0.jpg,190,,57,37.2907246,127.0504478,"단체 이용 가능, 예약, 주차, 무선 인터넷, 포장, 남/녀 화장실 구분",,,72,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1614752340,"브런치카페,광교브런치,광교중앙역브런치,광교아브뉴프랑브런치,광교아브뉴프랑",2024-01-09 22:30:23 +0900
코코살사 버거앤타코 광교중앙점,햄버거,"경기 수원시 영통구 도청로89번길 31 1층 102호(이의동, 지(G)- 타워)","경기도 수원시 영통구 이의동 1347-2 1층 102호(, 지(G)- 타워)",0507-1445-9224,,"오늘 휴무
01/09 휴무
01/09 휴무화(1/9)
휴무수(1/10)
휴무목(1/11)
휴무금(1/12)
휴무토(1/13)
휴무일(1/14)
휴무월(1/15)
휴무12/06-02/13 휴무- ☆휴무☆ 가족행사관련 휴무로 약 1달후 찾아뵙겠습니다.
접기",https://ldb-phinf.pstatic.net/20230303_16/16777699373835SHMx_JPEG/IMG_20230228_001926_482.jpg,240,,16,37.28947710002863,127.04751535266004,"주차, 단체 이용 가능, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분",,,191,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1284785058,"광교햄버거,광교타코,영통햄버거,영통타코,원천동햄버거",2024-01-09 22:30:23 +0900
엑소엑소핫도그앤커피,핫도그,경기 수원시 장안구 창훈로 69-1 3층,경기도 수원시 장안구 연무동 212-13,,,,https://ldb-phinf.pstatic.net/20200613_79/1592009285746Dz4qb_JPEG/9ED1-7y4YS9CtNFGZ8Yg6r_x.jpg,,,1,37.2975006,127.0281243,,,,,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1838998757,,2024-01-09 22:30:25 +0900
블리스버거 광교점,햄버거,"경기 수원시 영통구 에듀타운로 101 1층 101호(이의동, 에듀하임 1309오피스텔)","경기도 수원시 영통구 이의동 1352 1층 101호(이의동, 에듀하임 1309오피스텔)",0507-1338-1257,,"영업 종료
10:30에 영업 시작
10시 30분에 영업 시작화
10:30 - 20:00
19:50 라스트오더수
10:30 - 20:00
19:50 라스트오더목
10:30 - 20:00
19:50 라스트오더금
10:30 - 20:00
19:50 라스트오더토
10:30 - 16:00
15:50 라스트오더일
정기휴무 (매주 일요일)월
10:30 - 20:00
19:50 라스트오더
접기",https://ldb-phinf.pstatic.net/20220630_20/1656576583908kopHI_JPEG/KakaoTalk_20220407_230123213.jpg,29,,95,37.2890086,127.0452648,"주차, 배달, 포장, 무선 인터넷",,,13,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1302037533,"광교수제버거,영통수제버거,광교밥집,광교버거,이의동버거",2024-01-09 22:30:28 +0900
아미고타코&잭슨커피,"멕시코,남미음식",경기 수원시 영통구 센트럴타운로 107,경기도 수원시 영통구 이의동 1331,070-4797-6431,,"영업 중
23:20에 라스트오더
23시 20분에 라스트오더매일
11:00 - 23:30
23:20 라스트오더
접기",https://ldb-phinf.pstatic.net/20220516_95/1652662182788shhT3_JPEG/amigo.jpg,36,,5,37.292762036045396,127.04814269488999,"주차, 배달, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",,,25,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1113200550,,2024-01-09 22:30:28 +0900
에그드랍 광교아브뉴프랑점,샌드위치,경기 수원시 영통구 센트럴타운로 85 1층 A113호,경기도 수원시 영통구 이의동 1332,031-304-4896,,"영업 종료
09:00에 영업 시작
9시 0분에 영업 시작화
09:00 - 21:00
20:30 라스트오더수
09:00 - 21:00
20:30 라스트오더목
09:00 - 21:00
20:30 라스트오더금
09:00 - 21:00
20:30 라스트오더토
08:30 - 18:00
17:30 라스트오더일
08:30 - 18:00
17:30 라스트오더월
09:00 - 21:00
20:30 라스트오더
접기",https://ldb-phinf.pstatic.net/20210911_40/1631351524004LSPem_PNG/lz1kaesgcMCruaWj4p4IDQVC.png,175,,20,37.2898839557471,127.05037783600028,"단체 이용 가능, 예약, 무선 인터넷, 주차, 포장, 배달, 남/녀 화장실 구분",,http://www.eggdrop.co.kr,54,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1649612312,"토스트,에그샌드위치,에그드랍,브런치",2024-01-09 22:30:29 +0900
덮밥집&파스타비,양식,경기 수원시 영통구 도청로 95 유니코어오피스텔 알파동 2층 105호,경기도 수원시 영통구 이의동 1351-6 유니코어오피스텔 알파동 2층 105호,0507-1409-7788,,"영업 종료
00:00에 영업 시작
0시 0분에 영업 시작화
00:00 - 01:00수
00:00 - 01:00목
00:00 - 01:00금
00:00 - 01:00토
00:00 - 01:00일
정기휴무 (매주 일요일)월
00:00 - 01:00
접기",https://ldb-phinf.pstatic.net/20230106_117/16730044793617Th85_JPEG/KakaoTalk_20230106_180438825.jpg,50,,18,37.2909056,127.0477286,"주차, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분, 예약, 단체 이용 가능",,,17,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1793131968,"덮밥,파스타,한식,양식,광교",2024-01-09 22:30:31 +0900
비비드키친,양식,경기 수원시 영통구 대학1로 53,경기도 수원시 영통구 이의동 1259-2,031-215-8821,,,,,,50,37.2996724,127.0456444,,,,,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/34663060,,2024-01-09 22:30:45 +0900
SUPERBUCK BURGER,햄버거,경기 수원시 장안구 정조로922번길 45 1층,경기도 수원시 장안구 영화동 163-2 1층,0507-1337-8403,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 20:30수
11:00 - 20:30목
11:00 - 20:30금
11:00 - 20:30토
11:00 - 20:30일
정기휴무 (매주 일요일)월
11:00 - 20:30
접기",https://ldb-phinf.pstatic.net/20230327_263/1679913500130gObS2_JPEG/1679913490373.jpg,297,,319,37.29120887078624,127.0156847345833,"무선 인터넷, 포장",,https://www.instagram.com/,276,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1857937438,"햄버거,수제버거,행궁동,영화동,방화수류정",2024-01-09 22:30:47 +0900
루키스버거,햄버거,경기 수원시 영통구 센트럴타운로 106 1층 120~121호,경기도 수원시 영통구 이의동 1322-5 1층 120~121호,0507-1352-2149,,,,54,4.35,40,37.29254516585712,127.05037548768169,,,,17,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1560747645,,2024-01-09 22:30:49 +0900
파스타입니다 광교중앙점,"스파게티,파스타전문",경기 수원시 영통구 도청로 95 알파동 B1층 103호 파스타입니다 광교중앙점,경기도 수원시 영통구 이의동 1351-6 알파동 B1층 103호 파스타입니다 광교중앙점,0507-1320-1725,,,https://ldb-phinf.pstatic.net/20210215_126/1613362728020uI9m2_JPEG/yJxMSU2ijjf2L_1LRqjokWQa.jpeg.jpg,36,4.54,2,37.29099334626219,127.04782170434721,"포장, 배달",,,7,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1724021498,,2024-01-09 22:30:50 +0900
피자플래넷 수원 우만점,피자,경기 수원시 팔달구 월드컵로 305 1층 피자 플래넷,경기도 수원시 팔달구 우만동 519-1 1층 피자 플래넷,031-241-2488,,"영업 중
24:00에 영업 종료
0시 0분에 영업 종료화
11:40 - 24:00수
11:40 - 24:00목
11:40 - 24:00금
11:40 - 24:00토
11:20 - 24:00일
11:20 - 24:00월
11:40 - 24:00
접기",https://ldb-phinf.pstatic.net/20220610_205/16548290962049ufp8_JPEG/%B9%E8%B9%CE%B7%CE%B0%ED%BD%C3%BE%C8_%C8%F2%BB%F6_220215.jpg,25,4.31,7,37.285620083223165,127.0348734406118,"포장, 배달, 방문접수/출장",,http://pizzaplanet.or.kr,5,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1916754211,"피자플래넷,피자프랜차이즈,피자창업,피자,맛집",2024-01-09 22:30:49 +0900
킴브로스피자&파스타 광교상현점,양식,경기 수원시 영통구 센트럴파크로127번길 42 .1층,경기도 수원시 영통구 이의동 1306-12 .1층,0507-1359-9988,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작화
10:00 - 21:50수
10:00 - 21:50목
정기휴무 (매주 목요일)금
10:00 - 21:50토
10:00 - 21:50일
10:00 - 21:50월
10:00 - 21:50
접기",https://ldb-phinf.pstatic.net/20230503_245/1683094673374nNOGF_JPEG/%C5%B4%BA%EA%B7%CE%BD%BA%C7%C7%C0%DA-%B9%E8%B9%CE%B7%CE%B0%ED.jpg,11,,2,37.29484980000001,127.05413490000001,"포장, 배달, 예약, 주차, 단체 이용 가능",,,8,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1308297830,"양식,피자,파스타,필라프,샐러드",2024-01-09 22:30:52 +0900
빽보이피자 수원광교점,피자,경기 수원시 영통구 도청로89번길 23 1층 빽보이피자,경기도 수원시 영통구 이의동 1347-1 1층 빽보이피자,070-8657-4567,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작매일
11:00 - 22:00
21:45 라스트오더
접기",https://ldb-phinf.pstatic.net/20220714_250/1657784994778pSQsG_JPEG/%BB%AA%BA%B8%C0%CC_%B9%E8%B4%DE%C7%C3%B7%A7%C6%FB_LOGOTYPE_640x640px.jpg,10,,3,37.289661200000005,127.04783640000001,"포장, 배달, 예약",,https://www.theborn.co.kr/theborn_brand/%EB%B9%BD%EB%B3%B4%EC%9D%B4%ED%94%BC%EC%9E%90/,6,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1816580295,"피자,피자단체주문,백종원,피자주문,피자배달",2024-01-09 22:30:53 +0900
59쌀피자 조원점,피자,경기 수원시 장안구 금당로 39,경기도 수원시 장안구 조원동 857,031-243-0040,,,https://ldb-phinf.pstatic.net/20200604_196/1591268787257y2FQp_JPEG/DVVhCrVBglJIxRvMN6kMmQoa.jpg,41,4.53,1,37.3034007018309,127.01573808107501,"포장, 배달",,http://xn--2e0b622b4gcxwb8x8a.kr/,8,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/18002438,"오구쌀피자,59쌀피자,피자추천,쌀피자,피자맛집",2024-01-09 22:30:56 +0900
도로시파스타연정 장안점,"스파게티,파스타전문",경기 수원시 장안구 경수대로 821 1층,경기도 수원시 장안구 영화동 88 1층,0507-1444-9904,,"영업 중
22:50에 영업 종료
22시 50분에 영업 종료화
10:30 - 22:50수
10:30 - 22:50목
정기휴무 (매주 목요일)금
10:30 - 22:50토
10:30 - 22:50일
10:30 - 22:50월
10:30 - 22:50
접기",https://ldb-phinf.pstatic.net/20220326_191/1648286645300sqCdQ_JPEG/Screenshot_20220326-182250_NAVER.jpg,7,,2,37.2946854,127.0163995,"포장, 배달, 무선 인터넷, 주차",,,2,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1905502276,"파스타,스테이크,양식,필라프,리조또",2024-01-09 22:30:57 +0900
레인보우브릿지 롯데마트광교점,"스테이크,립",경기 수원시 영통구 센트럴타운로 85 지하1층 롯데마트 입구 맞은 편,경기도 수원시 영통구 이의동 1332 지하1층 롯데마트 입구 맞은 편,0507-1426-0275,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작화
10:00 - 21:00
16:00 - 17:00 브레이크타임수
10:00 - 21:00
16:00 - 17:00 브레이크타임목
10:00 - 21:00
16:00 - 17:00 브레이크타임금
10:00 - 22:00토
10:00 - 22:00일(1/14)
정기휴무 (매달 2, 4번째 일요일)월
10:00 - 21:00
16:00 - 17:00 브레이크타임매달 2, 4번째 일요일 정기 휴무
접기",https://ldb-phinf.pstatic.net/20231229_225/1703826902834G0rUr_JPEG/6.jpg,13,,7,37.2908162,127.0505897,"단체 이용 가능, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 유아의자, 주차",,,13,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1731620143,"스테이크,티본스테이크,토마호크스테이크,소갈비찜,소불고기",2024-01-09 22:31:07 +0900
나폴리 파스타,양식,경기 수원시 영통구 도청로 95 . 2층 105호,경기도 수원시 영통구 이의동 1351-6 . 2층 105호,1899-7728,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작화
10:00 - 21:30
16:00 - 17:00 브레이크타임수
10:00 - 21:30
16:00 - 17:00 브레이크타임목
10:00 - 21:30
16:00 - 17:00 브레이크타임금
10:00 - 21:30
16:00 - 17:00 브레이크타임토
10:00 - 21:00
16:00 - 17:00 브레이크타임일
11:00 - 21:00
16:00 - 17:00 브레이크타임월
10:00 - 21:30
16:00 - 17:00 브레이크타임
접기",https://ldb-phinf.pstatic.net/20230119_26/1674124557506765aV_JPEG/KakaoTalk_20230119_193426764.jpg,,,0,37.2909056,127.0477286,"단체 이용 가능, 주차, 포장, 예약, 배달, 무선 인터넷, 남/녀 화장실 구분",,,,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1804539070,"파스타,양식,단체석,덮밥,모임",2024-01-09 22:31:08 +0900
라빌드팡,양식,경기 수원시 영통구 센트럴타운로 85 광교c1호반베르디움,경기도 수원시 영통구 이의동 1332 광교c1호반베르디움,031-214-8383,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작매일
10:00 - 22:00- 점심 10:00-17:00/저녁 17:00-22:00
접기",http://blogfiles.naver.net/20160706_101/uniquebitna_1467798920066yjCJx_JPEG/IMG_1123.JPG#6000x4000,3,,102,37.2906815,127.05047370000001,,,,,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/36626592,,2024-01-09 22:31:10 +0900
이 리,이탈리아음식,경기 수원시 팔달구 창룡대로 90 이리,경기도 수원시 팔달구 남수동 11-670 이리,0507-1484-3411,,"오늘 휴무
매주 화요일 휴무
매주 화요일 휴무화
정기휴무 (매주 화요일)수
12:00 - 21:00
15:00 - 17:00 브레이크타임목
12:00 - 21:00
15:00 - 17:00 브레이크타임금
12:00 - 21:00
15:00 - 17:00 브레이크타임토
12:00 - 21:00
15:00 - 17:00 브레이크타임일
12:00 - 21:00
15:00 - 17:00 브레이크타임월
정기휴무 (매주 월요일)
접기",https://ldb-phinf.pstatic.net/20210405_4/1617616145100bNmhl_JPEG/39JC9ekrrJh0GHo_wG1Z93lQ.jpg,43,4.5,88,37.2864019,127.0236596,,,https://www.instagram.com/erie__wa,22,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%96%91%EC%8B%9D/place/1091515147,"파스타,까르보나라,이리,스테이크,루프탑",2024-01-09 22:31:10 +0900
