이름,카테고리,도로명주소,지번주소,일반전화,안심번호,영업시간,썸네일이미지URL,방문자 리뷰수,방문자 평점,블로그 리뷰수,위도,경도,매장정보,부가설명,홈페이지URL,사진리뷰수,상세페이지URL,해시태그,created_at
엄마손맛,한식,경기 수원시 장안구 창룡대로207번길 7,경기도 수원시 장안구 연무동 245-14,0507-1456-1409,,,https://ldb-phinf.pstatic.net/20231226_135/1703565797160GMG7Q_JPEG/1000000798.jpg,1,,0,37.2930938,127.0326629,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1254554951,,2024-01-08 23:41:52 +0900
오늘은생고기먹는날숯불갈비,한식,경기 수원시 장안구 창훈로60번길 25 1층,경기도 수원시 장안구 연무동 11-15 1층,031-244-9905,,,https://ldb-phinf.pstatic.net/20190111_72/1547178445375nLeLO_JPEG/oEZk9rNixnW0kDqEIkIO0Bpi.jpg,,4.1,2,37.298323652282,127.029780170617,,,http://blog.naver.com/gogyday,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/21164316,,2024-01-08 23:41:56 +0900
부엉이 가정식백반,한식,경기 수원시 장안구 창훈로 3-2,경기도 수원시 장안구 연무동 246-17,,,,https://ldb-phinf.pstatic.net/20200613_204/1592028211810FPhNR_JPEG/AX2vOLU5wVXdZiuSIUIlhAYX.jpg,,,1,37.292827946886426,127.03085209924319,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1609344583,,2024-01-08 23:42:05 +0900
소문난막창,한식,경기 수원시 장안구 월드컵로 423,경기도 수원시 장안구 연무동 258-14,031-257-5443,,,https://ldb-phinf.pstatic.net/20191028_85/15722547541406sqC7_JPEG/QVBxzc-u60UEAub5wAUhnXhQ.jpeg.jpg,,,0,37.29329403409731,127.025848157519,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/18007391,,2024-01-08 23:42:06 +0900
춘천닭갈비,한식,경기 수원시 장안구 연무로 34,경기도 수원시 장안구 연무동 230-21,031-252-7526,,,https://ldb-phinf.pstatic.net/20191110_190/1573369705530GEXU6_JPEG/WX0We3qN-40VaczjzrxAFSQX.jpeg.jpg,,,0,37.2947078,127.0276616,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1854647252,,2024-01-08 23:42:09 +0900
종점삼겹살,한식,경기 수원시 장안구 창훈로 44-1 1층,경기도 수원시 장안구 연무동 73-6 1층,0507-1428-9943,,"영업 종료
17:00에 영업 시작
17시 0분에 영업 시작월
17:00 - 22:00화
17:00 - 22:00수
17:00 - 22:00목
17:00 - 22:00금
17:00 - 22:00토
17:00 - 22:00일
정기휴무 (매주 일요일)
접기",https://ldb-phinf.pstatic.net/20231107_56/1699351005278YV9Kx_JPEG/1000003854.jpg,,,0,37.2965014,127.0303762,"예약, 무선 인터넷",,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1314160027,"삼겹살,흑돼지삼겹살,쭈꾸미삼겹살,생고기김치찌개,오리주물럭",2024-01-08 23:42:09 +0900
맛있는쪽갈비찜탕 오른쪽왼쪽,한식,경기 수원시 장안구 창훈로66번길 11-2 1층,경기도 수원시 장안구 연무동 11-14 1층,0507-1332-9850,,"영업 중
00:30에 영업 종료
0시 30분에 영업 종료매일
11:30 - 00:30
접기",https://ldb-phinf.pstatic.net/20190625_162/1561433625077Gpl39_JPEG/l-23K2_YH1a5spoCtQ9873Ef.jpg,1,,0,37.2982700927731,127.02874903903698,"포장, 무선 인터넷, 단체 이용 가능",,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1214397624,"수원쪽갈비,연무동쪽갈비,수원고기집,수원고깃집,연무동고기집",2024-01-08 23:42:10 +0900
현대막국수,한식,경기 수원시 장안구 창훈로60번길 24,경기도 수원시 장안구 연무동 59-1,,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작월
11:00 - 15:00화
11:00 - 15:00수
정기휴무 (매주 수요일)목
11:00 - 15:00금
11:00 - 15:00토
11:00 - 15:00일
11:00 - 15:00
접기",https://ldb-phinf.pstatic.net/20200612_212/1591960929583PEhzD_JPEG/wwhxxOqO9rGWNKL6S1ISgxrz.jpg,8,,0,37.2983306,127.0301192,,,,4,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1406021697,,2024-01-08 23:42:25 +0900
찌개명가,한식,경기 수원시 장안구 월드컵로429번길 7 1층,경기도 수원시 장안구 연무동 258-1 1층,031-546-0662,,,,4,,0,37.29329948780375,127.02502923256648,,,,2,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1735754139,,2024-01-08 23:42:25 +0900
신씨네사계절영양탕,한식,경기 수원시 장안구 연무로 21,경기도 수원시 장안구 연무동 238-11,0507-1421-4588,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작매일
10:00 - 22:00
접기",https://ldb-phinf.pstatic.net//20160809_134/14707385767685wO7h_JPEG/20160804_192926.jpg,2,,0,37.2939708599746,127.02857953001099,"예약, 단체 이용 가능, 주차, 포장, 남/녀 화장실 구분",,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/19202105,"수원_보신탕,수원_영양탕,수원_삼계탕,수원_경기대_보신탕_닭도리탕",2024-01-08 23:42:26 +0900
큰집삼겹살,한식,경기 수원시 장안구 연무로 29,경기도 수원시 장안구 연무동 238-1,031-251-5252,,,https://ldb-phinf.pstatic.net/20190130_84/1548840004284GGjYS_JPEG/3Jq1EL5TSEemaoNTZxXdM_jg.JPG.jpg,3,,0,37.29435159013728,127.02788673661212,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1024316985,,2024-01-08 23:42:29 +0900
좋은이웃감자탕해물탕,한식,경기 수원시 장안구 연무로13번길 49,경기도 수원시 장안구 연무동 236-6,031-247-5253,,,https://ldb-phinf.pstatic.net/20200628_291/1593329147550K4Fg3_JPEG/1QvZkJqDoHrrAlrR22fbrFeV.jpg,,,1,37.29431533776559,127.026802032374,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/36988858,,2024-01-08 23:42:30 +0900
순우리소머리국밥,한식,경기 수원시 장안구 연무로42번길 44-2,경기도 수원시 장안구 연무동 215-11,,,,,1,,0,37.2966510113764,127.02814602915798,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1356736107,,2024-01-08 23:42:30 +0900
진달래삼겹살,한식,경기 수원시 장안구 창훈로 69,경기도 수원시 장안구 연무동 212-13,031-245-1068,,"영업 종료
05:00에 영업 시작
5시 0분에 영업 시작매일
05:00 - 21:00
접기",,13,,5,37.29763653485679,127.02816189862699,,,,1,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1383719694,,2024-01-08 23:42:32 +0900
모듬전집,한식,경기 수원시 장안구 창훈로19번길 12-1 미성피아노학원,경기도 수원시 장안구 연무동  228-34,,,,,,,0,37.2941751895565,127.029889112182,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1980885391,,2024-01-08 23:42:34 +0900
천마설렁탕&갈비탕,한식,경기 수원시 장안구 창룡대로 195 신향덕소아과,경기도 수원시 장안구 연무동 245-31,031-257-5884,,,,,,0,37.29270584388662,127.03138309007105,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/31055397,,2024-01-08 23:42:35 +0900
순자네보리칼국수,한식,경기 수원시 장안구 월드컵로428번길 16,경기도 수원시 장안구 연무동 236-36,031-252-4514,,,,,,0,37.2941273,127.0262954,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1312185103,,2024-01-08 23:42:37 +0900
제부도식당,한식,"경기 수원시 장안구 창훈로66번길 11-3 ,",경기도 수원시 장안구 연무동,031-243-8319,,,https://ldb-phinf.pstatic.net/20190130_184/15488371058198SpOs_JPEG/yVuT0Rxw5gs0SYsjTRwiA1BI.JPG.jpg,12,4.28,6,37.29780999999999,127.02844499999999,,,,12,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/21155021,,2024-01-08 23:42:39 +0900
마실거리,한식,경기 수원시 장안구 월드컵로429번길 4,경기도 수원시 장안구 연무동 251-25,,,,https://ldb-phinf.pstatic.net/20200725_136/1595656481404OVA7J_JPEG/aym2uqahSSugiAIMZp9nttAM.jpg,,,0,37.2935767,127.0250439,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1578611824,,2024-01-08 23:42:39 +0900
열린포차,한식,경기 수원시 장안구 연무로20번길 3 . 에이동 1층 104호(연무동,경기도 수원시 장안구 연무동 229-24 . 에이동 1층 104호(,0507-1391-8029,,,https://ldb-phinf.pstatic.net/20230424_186/1682345225861C4OPM_PNG/1669786270641.png,3,,0,37.2940627,127.0288558,"단체 이용 가능, 포장, 예약",,,1,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1689148707,"닭도리탕,오징어숙회",2024-01-08 23:42:47 +0900
캐슬푸드서비스,한식,경기 수원시 장안구 연무로42번길 14-3,경기도 수원시 장안구 연무동 231-35,,,,,14,4.15,0,37.295562,127.0274436,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1890672644,,2024-01-08 23:42:51 +0900
원광식당,한식,경기 수원시 장안구 창훈로29번길 20,경기도 수원시 장안구 연무동 219-22,031-244-0340,,,https://ldb-phinf.pstatic.net/20200627_4/1593248805935iP6oV_JPEG/C7B1vVEGv31VyN2H5VMfESyr.jpg,1,,0,37.29512860000027,127.02940840000034,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1332561914,,2024-01-08 23:42:51 +0900
깡돈 연무시장점,한식,경기 수원시 장안구 연무로7번길 66 보글보글전골마을,경기도 수원시 장안구 연무동 236-35,,,,,,,0,37.294042106686305,127.02630553030201,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1628126403,,2024-01-08 23:42:55 +0900
부산수육돼지국밥,한식,경기 수원시 장안구 창훈로66번길 41,경기도 수원시 장안구 연무동 9-12,,,,https://ldb-phinf.pstatic.net/20240105_56/1704434194710G5ssw_JPEG/1000055054.jpg,,,0,37.2993502,127.0294827,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1602677554,,2024-01-08 23:43:06 +0900
문라이트,한식,경기 수원시 장안구 수원천로392번길 11-6,경기도 수원시 장안구 연무동 187-60,,,,,,,0,37.288651,127.0189795,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1655226750,,2024-01-08 23:43:07 +0900
창훈대식당,한식,경기 수원시 장안구 연무로 28 창훈대화장품,경기도 수원시 장안구 연무동 창훈대화장품,031-244-6993,,,https://ldb-phinf.pstatic.net/20200511_62/1589172808674RR69q_JPEG/Cixg7WpUJEExvBgQia_KNhMT.jpg,5,,0,37.2943606424005,127.028257549749,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1290883495,,2024-01-08 23:43:12 +0900
가득 담은 육회집,한식,경기 수원시 장안구 연무로42번길 55,경기도 수원시 장안구 연무동 212-38 (연무동),031-256-0324,,,,1,,0,37.29729188,127.02821852,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1082732439,,2024-01-08 23:43:15 +0900
명지식당,한식,경기 수원시 장안구 연무로 34-1 명지주물럭,경기도 수원시 장안구 연무동 230-22,031-251-6777,,"영업 종료
08:00에 영업 시작
8시 0분에 영업 시작매일
08:00 - 20:00- 주말 영업 유동적
접기",https://ldb-phinf.pstatic.net/20190130_92/1548840751964b3HFA_JPEG/Vkekt3mW64QjZrPXt9z0Z_w1.JPG.jpg,14,,1,37.294784499999615,127.02749620000299,,,,2,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/18006510,,2024-01-08 23:43:15 +0900
