이름,카테고리,도로명주소,지번주소,일반전화,안심번호,영업시간,썸네일이미지URL,방문자 리뷰수,방문자 평점,블로그 리뷰수,위도,경도,매장정보,부가설명,홈페이지URL,사진리뷰수,상세페이지URL,해시태그,created_at
월화식당 광교점,"육류,고기요리",경기 수원시 영통구 센트럴타운로 111 1층 119-120호,경기도 수원시 영통구 이의동 1330 1층 119-120호,0507-1344-6006,,"영업 중
22:15에 라스트오더
22시 15분에 라스트오더화
11:30 - 23:00
22:15 라스트오더수
11:30 - 23:00
22:15 라스트오더목
11:30 - 23:00
22:15 라스트오더금
11:30 - 23:00
22:15 라스트오더토
12:00 - 23:00
22:15 라스트오더일
12:00 - 22:30
21:45 라스트오더월
11:30 - 23:00
22:15 라스트오더
접기",https://ldb-phinf.pstatic.net/20230829_106/1693281774420MbOLk_PNG/%BF%F9%C8%AD%BD%C4%B4%E7_%B1%A4%B0%ED1.png,575,,319,37.2925601,127.0491306,"예약, 무선 인터넷, 남/녀 화장실 구분, 주차",,https://www.instagram.com/wolhwa_sikdang_gyo,349,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1279494281,"삼겹살,광교삼겹살,광교중앙역삼겹살,아주대삼겹살,광교고기집",2024-01-09 21:04:37 +0900
콩지팥찌,죽,경기 수원시 장안구 광교산로 160,경기도 수원시 장안구 하광교동 403-1,031-245-5077,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작매일
10:00 - 20:00
접기",https://ldb-phinf.pstatic.net/20200119_10/1579431993572Abur3_GIF/6qOkRtWlbTf1AIs-SgL_jSXb.gif,90,4.09,20,37.30145637,127.0317786,"단체 이용 가능, 주차, 포장, 예약, 남/녀 화장실 구분",,http://www.365food.com/patjuk,22,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1543843703,"팥옹심이,광교산팥칼국수집,팥죽집,콩국수,도토리묵무침",2024-01-09 21:04:38 +0900
상전,"전,빈대떡",경기 수원시 장안구 광교산로 138 2층,경기도 수원시 장안구 연무동 7-3 2층,031-251-7942,,"영업 중
23:00에 영업 종료
23시 0분에 영업 종료화
12:00 - 23:00수
12:00 - 23:00목
12:00 - 23:00금
12:00 - 23:00토
12:00 - 23:00일
12:00 - 23:00월
정기휴무 (매주 월요일)
접기",https://ldb-phinf.pstatic.net/20221124_221/1669284294210HjmIW_JPEG/Screenshot_20221124_185950_Instagram.jpg,78,4.64,38,37.2996936,127.0301857,"단체 이용 가능, 예약, 무선 인터넷, 포장, 남/녀 화장실 구분",,http://instagram.com/sang__jeon,36,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1122275930,"모둠전,막걸리,닭발,전,감자전",2024-01-09 21:04:38 +0900
인기명 수원광교점,"해물,생선요리","경기 수원시 영통구 센트럴타운로 107 월드스퀘어 1층 9, 10호","경기도 수원시 영통구 이의동 1331 월드스퀘어 1층 9, 10호",031-215-8222,,"영업 중
22:00에 영업 종료
22시 0분에 영업 종료화
11:30 - 22:00수
11:30 - 22:00목
11:30 - 22:00금
17:00 - 22:00토
11:30 - 22:00일
11:30 - 22:00월
17:00 - 22:00- 평일 낮 시간은 사전예약을 통해서 방문 가능합니다
접기",https://ldb-phinf.pstatic.net/20230114_267/1673684536746Uh8iO_JPEG/20221022142951%A3%DFIMG%A3%DF9763.jpg,260,4.31,707,37.29166581,127.0478014,"예약, 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 주차, 포장",,http://www.inkimyung.com,138,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1357107751,"조갈찜,랍스터조갈찜,해물찜,랍스터,갈비찜",2024-01-09 21:04:40 +0900
신복관 광교점,신복관,"경기 수원시 영통구 센트럴타운로 107 광교푸르지오 월드스퀘어 1층 1-7,1-8호",경기도 수원시 영통구 이의동 1331,031-214-9076,,"영업 중
21:00에 라스트오더
21시 0분에 라스트오더화
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더수
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더목
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더금
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더토
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더일
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더월
11:30 - 22:00
15:00 - 17:00 브레이크타임
21:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20160919_188/1474260370583j23u9_JPEG/176857525034825_0.jpeg,220,4.48,214,37.29170465,127.0477655,"단체 이용 가능, 주차, 남/녀 화장실 구분, 포장",,http://www.shinbokkwan.com/,72,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/38555029,"주꾸미,낙지,직화구이",2024-01-09 21:04:40 +0900
목구멍 수원광교점,"육류,고기요리","경기 수원시 영통구 센트럴타운로 111 1층 114호, 115호","경기도 수원시 영통구 이의동 1330 1층 114호, 115호",0507-1455-5590,,"영업 중
24:00에 영업 종료
0시 0분에 영업 종료화
16:00 - 24:00수
16:00 - 24:00목
16:00 - 24:00금
16:00 - 24:00토
12:00 - 24:00일
12:00 - 24:00월
16:00 - 24:00
접기",https://ldb-phinf.pstatic.net/20230614_2/1686728910239oqGnc_JPEG/1%B9%F8_2.jpg,307,,244,37.29240916,127.049126,"남/녀 화장실 구분, 단체 이용 가능",,https://www.moggumung.com/,104,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1284207599,"수원삼겹살,수원고기집,광교삼겹살,광교고기집,수원고기",2024-01-09 21:04:41 +0900
전주콩나물국밥,국밥,경기 수원시 장안구 광교산로138번길 1 2층,경기도 수원시 장안구 연무동 7-7 2층,031-242-7844,,"영업 종료
07:00에 영업 시작
7시 0분에 영업 시작화
07:00 - 21:00수
07:00 - 21:00목
07:00 - 21:00금
07:00 - 21:00토
06:30 - 21:00일
06:30 - 21:00월
정기휴무 (매주 월요일)
접기",https://ldb-phinf.pstatic.net/20220204_297/16439520869561uQQe_JPEG/SE-02d1d91b-bc27-4e07-b700-2c88029dcac3.jpg,141,4.47,27,37.2997341,127.0303741,,,,44,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1433538028,,2024-01-09 21:04:51 +0900
삼육공 광교점,"육류,고기요리",경기 수원시 영통구 센트럴파크로127번길 115-3 1층,경기도 수원시 영통구 이의동 1310-2 1층,0507-1424-3592,,"영업 중
23:00에 영업 종료
23시 0분에 영업 종료매일
12:00 - 23:00- 12:00~16:00 점심특선
접기",https://ldb-phinf.pstatic.net/20230803_218/1691034647405njzFt_JPEG/Screenshot_20230803_115749_Gallery.jpg,182,4.42,305,37.29423899,127.0534552,"예약, 주차, 무선 인터넷, 남/녀 화장실 구분, 단체 이용 가능, 포장, 배달",,https://www.instagram.com/360gwanggyo,79,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/38637822,"삼겹살,목살,항정살,가브리살,숙성",2024-01-09 21:04:51 +0900
행복한밥상,한식,경기 수원시 장안구 창훈로60번길 50 2층,경기도 수원시 장안구 연무동 8-10 2층,031-251-7333,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작매일
11:00 - 21:00
20:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20190123_135/1548231087656OauLL_JPEG/YFJ2DieNcVOti14Mah9ziUYP.jpeg.jpg,81,4.58,19,37.29953351,127.029794,"단체 이용 가능, 주차, 포장",,,9,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1376699771,"생선구이,병어회,홍어회보쌈,간장게장,가오리회무침",2024-01-09 21:04:52 +0900
이차돌 광교중앙역점,소고기구이,경기 수원시 영통구 센트럴타운로 106 108~110호,경기도 수원시 영통구 이의동 1322-5 108~110호,0507-1340-4465,,"영업 중
23:00에 영업 종료
23시 0분에 영업 종료매일
12:00 - 23:00
접기",https://ldb-phinf.pstatic.net/20221220_191/1671512298553qkyVx_JPEG/KakaoTalk_20221216_115134302_02.jpg,166,4.45,64,37.29250591,127.049964,"단체 이용 가능, 무선 인터넷, 주차",,http://2chadol.com/,39,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1531590859,"차돌박이,소고기맛집,고기집,이차돌,요즘뜨는체인점",2024-01-09 21:04:52 +0900
금터민물매운탕,"매운탕,해물탕",경기 수원시 장안구 월드컵로428번길 6,경기도 수원시 장안구 연무동 249-34,031-244-6711,,"영업 종료
09:00에 영업 시작
9시 0분에 영업 시작매일
09:00 - 21:00
접기",https://ldb-phinf.pstatic.net/20190130_35/1548841320344S1toM_JPEG/6k40wwhORo_YvXBfzTUy8DeF.JPG.jpg,233,4.41,57,37.29379469,127.0257199,"단체 이용 가능, 포장, 주차",,,30,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/18008350,"붕어찜,메기매운탕,메기찜,빠가매운탕,참게모듬매운탕",2024-01-09 21:04:52 +0900
배부장찌개 수원광교점,"찌개,전골",경기 수원시 영통구 대학1로54번길 14,경기도 수원시 영통구 이의동 1261-4,031-211-4049,,"영업 중
22:20에 라스트오더
22시 20분에 라스트오더화
11:00 - 23:00
22:20 라스트오더수
11:00 - 23:00
22:20 라스트오더목
11:00 - 23:00
22:20 라스트오더금
11:00 - 23:00
22:20 라스트오더토
정기휴무 (매주 토요일)일
11:00 - 23:00
22:20 라스트오더월
11:00 - 23:00
22:20 라스트오더
접기",https://ldb-phinf.pstatic.net/20160722_84/1469169334717WXJbg_JPEG/176672556553958_0.jpeg,212,4.27,90,37.2991616,127.0450721,"포장, 무선 인터넷",,,33,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/38332070,"광교,경기대후문,배부장,김치찌개,동태탕",2024-01-09 21:04:53 +0900
소담골,"칼국수,만두",경기 수원시 장안구 광교산로 113 1층,경기도 수원시 장안구 하광교동 444-6 1층,031-247-3222,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 20:30
16:00 - 17:00 브레이크타임
20:00 라스트오더수
11:00 - 20:30
16:00 - 17:00 브레이크타임
20:00 라스트오더목
11:00 - 20:30
16:00 - 17:00 브레이크타임
20:00 라스트오더금
11:00 - 20:30
16:00 - 17:00 브레이크타임
20:00 라스트오더토
11:00 - 20:30
20:00 라스트오더일
11:00 - 20:30
20:00 라스트오더월
정기휴무 (매주 월요일)- 2024년부터 매주 월요일 휴무로 변경되었습니다.
접기",https://ldb-phinf.pstatic.net/20200627_198/1593250716775LMgmP_JPEG/CE5E1ZIQVR04QUlB0aJCDKEk.jpg,291,,52,37.299581,127.027739,포장,,,60,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/20083049,"들깨수제비,팥칼국수,팥죽,바지락칼국수,광교산로",2024-01-09 21:04:58 +0900
착한고기 광교점,소고기구이,경기 수원시 영통구 대학로 14 2층,경기도 수원시 영통구 이의동 1275-9 2층,0507-1421-9234,,"영업 중
22:00에 영업 종료
22시 0분에 영업 종료매일
11:00 - 22:00
접기",https://ldb-phinf.pstatic.net/20200523_99/1590211279402hytSp_JPEG/KBU752ZSDBj6b7G3Naj1is4k.jpg,181,4.78,199,37.2979036,127.0422761,"예약, 단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분, 배달, 간편결제, 주차",,http://chakangogigg.itrocks.kr/,29,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/36523432,"광교한우,광교회식,수원회식,한우한마리,광교고기",2024-01-09 21:05:02 +0900
청담생고기 광교점,"육류,고기요리",경기 수원시 장안구 광교산로 18 청담생고기,경기도 수원시 장안구 영화동 44-5 청담생고기,0507-1377-3383,,"영업 중
21:00에 라스트오더
21시 0분에 라스트오더매일
11:00 - 22:00
15:30 - 16:50 브레이크타임
21:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20230921_4/16952803573434nXSg_JPEG/scaled_20230218_123917.jpg,228,4.36,88,37.2934945,127.020925,"예약, 단체 이용 가능, 주차, 포장",,,37,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/11561934,"수원한우,수원모임,수원삼겹살,수원외식룸,회식",2024-01-09 21:05:05 +0900
세광양대창 수원광교점,"곱창,막창,양","경기 수원시 영통구 센트럴타운로 103 w타워 1층 122호, 123호, 124호","경기도 수원시 영통구 이의동 1330-1 w타워 1층 122호, 123호, 124호",0507-1483-7591,,"영업 중
24:00에 영업 종료
0시 0분에 영업 종료화
15:00 - 24:00수
15:00 - 24:00목
15:00 - 24:00금
15:00 - 24:00토
14:00 - 24:00일
14:00 - 24:00월
15:00 - 24:00
접기",https://ldb-phinf.pstatic.net/20220221_231/1645406882021YkKHg_PNG/KakaoTalk_Moim_7DPGSWjZojOgB7NzKaaJGEmzsWSF37.png,996,,296,37.29211998,127.0494838,"단체 이용 가능, 포장, 예약, 주차",,https://www.instagram.com/sekwang_gwanggyo,762,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1100108621,"광교주차,곱창,갈비,곱창전골,양대창",2024-01-09 21:05:05 +0900
더먹소,"육류,고기요리",경기 수원시 영통구 대학로 28 201호,경기도 수원시 영통구 이의동 1275-1 201호,0507-1344-4570,,"영업 중
21:00에 라스트오더
21시 0분에 라스트오더화
17:00 - 23:00
21:00 라스트오더수
17:00 - 23:00
21:00 라스트오더목
17:00 - 23:00
21:00 라스트오더금
17:00 - 23:00
21:00 라스트오더토
17:00 - 23:00
21:00 라스트오더일
정기휴무 (매주 일요일)월
17:00 - 23:00
21:00 라스트오더- 이용시간이 2시간인 관계로 9시까지 입장가능합니다
접기",https://ldb-phinf.pstatic.net/20190323_252/155333517762864l6J_JPEG/e0oo2O3H_nnsR0aDog7OF3o1.jpg,81,4.56,86,37.29873717,127.0431424,"예약, 단체 이용 가능, 주차, 남/녀 화장실 구분",,,28,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1010610128,"프리미엄소고기,무한리필,제주산흑돼지",2024-01-09 21:05:14 +0900
조원동마포집,"육류,고기요리",경기 수원시 장안구 조원로 74-1,경기도 수원시 장안구 조원동 739-25,0507-1331-5692,,"영업 중
24:00에 영업 종료
0시 0분에 영업 종료화
17:00 - 24:00수
17:00 - 24:00목(1/11)
정기휴무 (매달 2, 4번째 목요일)금
17:00 - 02:00토
17:00 - 02:00일
17:00 - 24:00월
17:00 - 24:00매달 2, 4번째 목요일 정기 휴무
접기",https://ldb-phinf.pstatic.net/20180911_283/1536653618434edw0T_JPEG/4gbV6XtBHkiXjkbTSCPnez7c.jpg,152,4.33,214,37.299912,127.017193,,,http://jowondongmapojip.cityfood.co.kr,57,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1109651526,"삼겹살,갈매기살,항정살,소막창,돼지막창",2024-01-09 21:05:17 +0900
한량 광교점,"육류,고기요리","경기 수원시 영통구 센트럴타운로 103 101, 102호","경기도 수원시 영통구 이의동 1330-1 101, 102호",0507-1328-1512,,"영업 중
22:30에 라스트오더
22시 30분에 라스트오더화
11:00 - 23:00
14:00 - 17:00 브레이크타임
22:30 라스트오더수
11:00 - 23:00
14:00 - 17:00 브레이크타임
22:30 라스트오더목
11:00 - 23:00
14:00 - 17:00 브레이크타임
22:30 라스트오더금
11:00 - 23:00
14:00 - 17:00 브레이크타임
22:30 라스트오더토
16:00 - 23:00
22:30 라스트오더일
16:00 - 23:00
22:30 라스트오더월
11:00 - 23:00
14:00 - 17:00 브레이크타임
22:30 라스트오더
접기",https://ldb-phinf.pstatic.net/20230331_23/1680270143987NHDF6_JPEG/2BB7483B-D9D6-49A6-AEA2-D49A89842A11.jpeg,283,,95,37.2921481,127.0496694,"포장, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분",,,228,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1808632200,"광교삼겹살,광교고깃집,광교고기집,광교냉삼,광교회식",2024-01-09 21:05:18 +0900
황금무지개횟집,생선회,경기 수원시 영통구 대학1로8번길 16-1 황금무지개,경기도 수원시 영통구 이의동 1277-4 황금무지개,031-215-0888,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 21:00
20:00 라스트오더수
11:00 - 21:00
20:00 라스트오더목
11:00 - 21:00
20:00 라스트오더금
11:00 - 21:00
20:00 라스트오더토
11:00 - 21:00
20:00 라스트오더일
정기휴무 (매주 일요일)월
11:00 - 21:00
20:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20230502_287/1682989813966cmzdY_JPEG/20230419_185432.jpg,101,,35,37.29746595,127.0434512,"단체 이용 가능, 예약, 무선 인터넷, 포장, 남/녀 화장실 구분",,,56,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1700360605,"초밥,참치,횟집,복어,물회",2024-01-09 21:05:18 +0900
봄햇살순두부,두부요리,경기 수원시 장안구 광교산로 136 1층,경기도 수원시 장안구 연무동 8-2 1층,031-251-0119,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 15:00수
11:00 - 15:00목
11:00 - 15:00금
11:00 - 15:00토
11:00 - 15:00일
11:00 - 15:00월
11:00 - 15:00- 건물내 주차장이 없습니다 /광교공영주차장(유료)이용
접기",https://ldb-phinf.pstatic.net/20230301_250/1677659623970RIRcY_JPEG/Screenshot_20230301-173000_NAVER.jpg,118,4.52,23,37.299689,127.0300314,,,,23,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1470452136,,2024-01-09 21:05:19 +0900
수누리 감자탕 광교점,감자탕,경기 수원시 영통구 센트럴타운로 85 1층 Cb17~18호,경기도 수원시 영통구 이의동 1332 1층 Cb17~18호,031-214-7979,,"영업 중
20:45에 라스트오더
20시 45분에 라스트오더화
10:00 - 21:30
20:45 라스트오더수
10:00 - 21:30
20:45 라스트오더목
10:00 - 21:30
20:45 라스트오더금
10:00 - 21:30
20:45 라스트오더토
10:00 - 21:30
20:45 라스트오더일
10:00 - 21:30
20:45 라스트오더월
10:00 - 21:30
20:45 라스트오더
접기",https://ldb-phinf.pstatic.net/20220201_275/1643699259829nsA26_JPEG/%B0%A8%C0%DA%C5%C1.jpg,371,4.34,204,37.2907368,127.0504529,"예약, 단체 이용 가능, 주차, 포장, 남/녀 화장실 구분",,,62,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/366176547,"감자탕,해장국,뼈해장국,해물찜",2024-01-09 21:05:22 +0900
나주홍어,"해물,생선요리",경기 수원시 장안구 연무로 49 장안컴퓨터학원,경기도 수원시 장안구 연무동 234-1 장안컴퓨터학원,031-204-1777,,"영업 중
24:00에 영업 종료
0시 0분에 영업 종료화
14:00 - 24:00수
14:00 - 24:00목
14:00 - 24:00금
14:00 - 24:00토
14:00 - 24:00일
14:00 - 24:00월
정기휴무 (매주 월요일)
접기",https://ldb-phinf.pstatic.net/20150901_115/1441080027640SjYga_JPEG/SUBMIT_1432085737544_21204459.jpg,14,4.63,53,37.2953809,127.0260596,"예약, 단체 이용 가능, 주차, 포장, 남/녀 화장실 구분",,https://suwonraw.modoo.at,5,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/21204459,"수원홍어,수원나주홍어,홍어삼합,홍어풀코스,홍어회",2024-01-09 21:05:28 +0900
안동국시 서빈,국수,경기 수원시 영통구 센트럴파크로127번길 109,경기도 수원시 영통구 이의동 1310-5,0507-1370-0660,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작매일
11:00 - 21:00
15:20 - 17:00 브레이크타임
14:50, 20:30 라스트오더
접기",https://ldb-phinf.pstatic.net/20210714_275/1626228505125aJ9hn_JPEG/GcXUkX3QWgrcmUdxRzIEnIW9.jpg,849,4.73,203,37.29386257,127.05329,"예약, 단체 이용 가능, 주차, 포장, 남/녀 화장실 구분, 무선 인터넷, 배달",,https://www.instagram.com/kuy0502,339,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/589039138,"안동국시,칼국수,전,한우국밥,한우수육",2024-01-09 21:05:31 +0900
본죽 수원광교역점,죽,경기 수원시 영통구 대학로 48,경기도 수원시 영통구 이의동 1258,031-216-6288,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작화
10:00 - 20:00
19:30 라스트오더수
10:00 - 20:00
19:30 라스트오더목
10:00 - 20:00
19:30 라스트오더금
10:00 - 20:00
19:30 라스트오더토
10:00 - 20:00
19:30 라스트오더일
정기휴무 (매주 일요일)월
10:00 - 20:00
19:30 라스트오더- 어머님 장례로 인해 11/20~26 휴무합니다
접기",https://ldb-phinf.pstatic.net/20240105_55/1704432211825ur9SG_JPEG/2401_%C7%F6%B9%CC%C1%D7_%B3%D7%C0%CC%B9%F6%BD%BA%B8%B6%C6%AE%C7%C3%B7%B9%C0%CC%BD%BA.jpg,73,4.03,8,37.3002582,127.0444903,"예약, 주차, 포장, 무선 인터넷, 남/녀 화장실 구분",,https://www.bonif.co.kr/menu/list?brdCd=BF101,15,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/36768345,"죽,전복죽,팥죽,맞춤죽,낙지김치죽",2024-01-09 21:05:32 +0900
양육점 광교점,"육류,고기요리",경기 수원시 영통구 센트럴파크로127번길 108,경기도 수원시 영통구 이의동 1321-7,031-217-2624,,"영업 중
23:00에 영업 종료
23시 0분에 영업 종료화
17:00 - 23:00수
17:00 - 23:00목
17:00 - 23:00금
17:00 - 23:00토
16:00 - 23:00일
16:00 - 23:00월
17:00 - 23:00
접기",https://ldb-phinf.pstatic.net/20190116_114/1547617932198Nnow1_JPEG/YwRw1B01KikoJPwqM4s9Aq2y.jpg,107,4.71,201,37.29365996,127.0532283,"단체 이용 가능, 예약, 주차, 무선 인터넷, 포장",,https://www.instagram.com/gg_yangyukjum/?hl=ko,43,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/1092590019,"광교,양갈비,프렌치랙,양고기,양등심",2024-01-09 21:05:34 +0900
노란황태 본점,한식,경기 수원시 영통구 센트럴파크로127번길 33,경기도 수원시 영통구 이의동 1313-1,031-211-7087,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작화
10:00 - 21:00
15:00 - 17:00 브레이크타임
20:20 라스트오더수
10:00 - 21:00
15:00 - 17:00 브레이크타임
20:20 라스트오더목
10:00 - 21:00
15:00 - 17:00 브레이크타임
20:20 라스트오더금
10:00 - 21:00
15:00 - 17:00 브레이크타임
20:20 라스트오더토
10:00 - 21:00
15:00 - 17:00 브레이크타임
20:20 라스트오더일
10:00 - 21:00
15:00 - 17:00 브레이크타임
20:20 라스트오더월
10:00 - 21:00
15:00 - 17:00 브레이크타임
20:20 라스트오더
접기",https://ldb-phinf.pstatic.net/20220819_103/1660906928680gL1qa_JPEG/Screenshot_20220819-200202_Instagram.jpg,437,4.36,264,37.29480085,127.0546657,,,,100,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/37336476,"황태해장국,돌솥밥,황태",2024-01-09 21:05:41 +0900
무한리필닭갈비,닭갈비,경기 수원시 장안구 창훈로 71 무한리필닭갈비,경기도 수원시 장안구 연무동 212-9 무한리필닭갈비,0507-1494-8386,,"영업 중
23:00에 영업 종료
23시 0분에 영업 종료화
13:00 - 23:00수
13:00 - 23:00목
13:00 - 23:00금
13:00 - 23:00토
13:00 - 23:00일
13:00 - 23:00월
13:00 - 23:00
접기",https://ldb-phinf.pstatic.net/20180531_299/1527732601941d0mAw_JPEG/YNw8jYxWoVq0eXGg8etm120Z.jpg,71,4.53,11,37.297682,127.0280479,"포장, 예약, 단체 이용 가능, 주차",,,36,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%ED%95%9C%EC%8B%9D/place/34963082,"닭갈비,무한리필,경기대,광교산,연무시장",2024-01-09 21:05:56 +0900
